item,itemLabel,image,article,utgivelsesdato
"http://www.wikidata.org/entity/Q336177","EVE Online","http://commons.wikimedia.org/wiki/Special:FilePath/EVE%20Online%20-%20Caldari%20Freighters.jpg","https://no.wikipedia.org/wiki/EVE_Online","2003-05-23T00:00:00Z"
"http://www.wikidata.org/entity/Q1974968","Postal 2","http://commons.wikimedia.org/wiki/Special:FilePath/Postal%202%20E3%202003.jpg","https://en.wikipedia.org/wiki/Postal_2","2003-04-14T00:00:00Z"
"http://www.wikidata.org/entity/Q2699797","Secret Maryo Chronicles","http://commons.wikimedia.org/wiki/Special:FilePath/SMC15PromoShot.png","https://en.wikipedia.org/wiki/Secret_Maryo_Chronicles","2003-01-23T00:00:00Z"
"http://www.wikidata.org/entity/Q37229","Pekka the Rooster 2","http://commons.wikimedia.org/wiki/Special:FilePath/PekkaKana2%20LevelEditor.png","https://en.wikipedia.org/wiki/Pekka_Kana_2","2003-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q775543","Mortal Kombat: Deadly Alliance","http://commons.wikimedia.org/wiki/Special:FilePath/MortalKombatDeadlyAllianceLogo.png","https://en.wikipedia.org/wiki/Mortal_Kombat:_Deadly_Alliance","2002-11-16T00:00:00Z"
"http://www.wikidata.org/entity/Q2734734","Blinx: The Time Sweeper","http://commons.wikimedia.org/wiki/Special:FilePath/Blinx%20the%20Time%20Sweeper.png","https://en.wikipedia.org/wiki/Blinx:_The_Time_Sweeper","2002-10-07T00:00:00Z"
"http://www.wikidata.org/entity/Q3497777","Steel Battalion","http://commons.wikimedia.org/wiki/Special:FilePath/Steel%20Battalion%20controllers.jpg","https://en.wikipedia.org/wiki/Steel_Battalion","2002-09-12T00:00:00Z"
"http://www.wikidata.org/entity/Q213217","Mafia","http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Mafia.svg","https://no.wikipedia.org/wiki/Mafia_(videospill)","2002-08-29T00:00:00Z"
"http://www.wikidata.org/entity/Q7750358","The Mark of Kri","http://commons.wikimedia.org/wiki/Special:FilePath/Rau%20sketch%20with%20filters%20by%20Curfs.jpg","https://en.wikipedia.org/wiki/The_Mark_of_Kri","2002-07-29T00:00:00Z"
"http://www.wikidata.org/entity/Q604532","Soldat","http://commons.wikimedia.org/wiki/Special:FilePath/Soldat%20v1.7%20killed.png","https://nn.wikipedia.org/wiki/Dataspelet_Soldat","2002-05-09T00:00:00Z"
"http://www.wikidata.org/entity/Q693500","Frozen Bubble","http://commons.wikimedia.org/wiki/Special:FilePath/Frozen%20Bubble%202%20-%20Single%20player.png","https://en.wikipedia.org/wiki/Frozen_Bubble","2002-02-08T00:00:00Z"
"http://www.wikidata.org/entity/Q142908","PlanetPenguin Racer","http://commons.wikimedia.org/wiki/Special:FilePath/TuxRacerScreenshot.jpg","https://no.wikipedia.org/wiki/Tux_Racer","2002-01-16T00:00:00Z"
"http://www.wikidata.org/entity/Q580202","Syberia","http://commons.wikimedia.org/wiki/Special:FilePath/Syberia%2004%20-%20Valadil%C3%A8ne.jpg","https://en.wikipedia.org/wiki/Syberia_(video_game)","2002-01-09T00:00:00Z"
"http://www.wikidata.org/entity/Q1374448","Sherlock Holmes: The Mystery of the Mummy","http://commons.wikimedia.org/wiki/Special:FilePath/SH1%20-%20Sherlock%20Holmes%20%28intro%29.png","https://en.wikipedia.org/wiki/Sherlock_Holmes:_The_Mystery_of_the_Mummy","2002-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1421219","FooBillard","http://commons.wikimedia.org/wiki/Special:FilePath/FooBillard%203.0a%20on%20Linux%20sshot20040807.png","https://en.wikipedia.org/wiki/FooBillard","2002-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q666842","Progress Quest","http://commons.wikimedia.org/wiki/Special:FilePath/ProgressQuest%20Screenshot.png","https://en.wikipedia.org/wiki/Progress_Quest","2002-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q5345827","Animal Crossing","http://commons.wikimedia.org/wiki/Special:FilePath/Animal%20Crossing.jpg","https://no.wikipedia.org/wiki/Animal_Crossing_(videospill)","2001-12-15T00:00:00Z"
"http://www.wikidata.org/entity/Q1052131","Super Smash Bros. Melee","http://commons.wikimedia.org/wiki/Special:FilePath/Super%20Smash%20Bros.%20Melee%20in%20a%20Gamecube.jpg","https://nn.wikipedia.org/wiki/Super_Smash_Bros._Melee","2001-11-24T00:00:00Z"
"http://www.wikidata.org/entity/Q3735502","Police 24/7","http://commons.wikimedia.org/wiki/Special:FilePath/Light%20gun%20survival%20horror%20arcade%20game.jpg","https://en.wikipedia.org/wiki/Police_911","2001-11-11T00:00:00Z"
"http://www.wikidata.org/entity/Q2881319","Ballistics","http://commons.wikimedia.org/wiki/Special:FilePath/Ballistics%20Arcade%20-%20IAAPA.jpg","https://en.wikipedia.org/wiki/Ballistics_(video_game)","2001-10-19T00:00:00Z"
"http://www.wikidata.org/entity/Q7514658","Silent Scope 2: Fatal Judgement","http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20M%C3%A9canique%20186.JPG","https://en.wikipedia.org/wiki/Silent_Scope_2","2001-10-18T00:00:00Z"
"http://www.wikidata.org/entity/Q1720838","TripleA","http://commons.wikimedia.org/wiki/Special:FilePath/Ta-firstworldwar.png","https://no.wikipedia.org/wiki/TripleA_(videospill)","2001-10-01T00:00:00Z"
"http://www.wikidata.org/entity/Q3528933","Time Crisis II","http://commons.wikimedia.org/wiki/Special:FilePath/Time%20crisis%202%20cabinets.jpg","https://en.wikipedia.org/wiki/Time_Crisis_II","2001-10-01T00:00:00Z"
"http://www.wikidata.org/entity/Q14565474","Managerzone","http://commons.wikimedia.org/wiki/Special:FilePath/Zawodnik.PNG","https://no.wikipedia.org/wiki/Managerzone","2001-09-26T00:00:00Z"
"http://www.wikidata.org/entity/Q1750824","StepMania","http://commons.wikimedia.org/wiki/Special:FilePath/StepMania%205%20Rave%20Mode.jpg","https://no.wikipedia.org/wiki/StepMania","2001-08-21T00:00:00Z"
"http://www.wikidata.org/entity/Q486410","Anarchy Online","http://commons.wikimedia.org/wiki/Special:FilePath/Anarchy%20Online%20Land%20Control%20Area.png","https://nn.wikipedia.org/wiki/Anarchy_Online","2001-06-27T00:00:00Z"
"http://www.wikidata.org/entity/Q28418","Cossacks: European Wars","http://commons.wikimedia.org/wiki/Special:FilePath/3%20cossacks%20european%20wars.JPG","https://en.wikipedia.org/wiki/Cossacks:_European_Wars","2001-04-24T00:00:00Z"
"http://www.wikidata.org/entity/Q798365","CT Special Forces","http://commons.wikimedia.org/wiki/Special:FilePath/CT%20Special%20Forces%20Interface.png","https://en.wikipedia.org/wiki/CT_Special_Forces","2001-01-02T00:00:00Z"
"http://www.wikidata.org/entity/Q815412","Light Up","http://commons.wikimedia.org/wiki/Special:FilePath/Lightup.PNG","https://en.wikipedia.org/wiki/Light_Up_(puzzle)","2001-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1282807","PainStation","http://commons.wikimedia.org/wiki/Special:FilePath/Painstation.jpg","https://en.wikipedia.org/wiki/PainStation","2001-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q7116899","P-O-X","http://commons.wikimedia.org/wiki/Special:FilePath/Hasbro%20P-O-X%2C%20blue%2C%20front.jpg","https://en.wikipedia.org/wiki/P-O-X","2001-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q4036411","Colobot","http://commons.wikimedia.org/wiki/Special:FilePath/Screenshot%20of%20Colobot.png","https://en.wikipedia.org/wiki/Colobot","2001-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q609077","Orbiter","http://commons.wikimedia.org/wiki/Special:FilePath/Atlantis%20in%20Orbiter%202016%20%2820%20July%202024%29.png","https://en.wikipedia.org/wiki/Orbiter_(simulator)","2000-11-27T00:00:00Z"
"http://www.wikidata.org/entity/Q1861413","Falcon's Eye","http://commons.wikimedia.org/wiki/Special:FilePath/Screenshot-Falcons-Eye.png","https://en.wikipedia.org/wiki/Falcon%27s_Eye","2000-10-16T00:00:00Z"
"http://www.wikidata.org/entity/Q3005559","Cruis'n Exotica","http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20M%C3%A9canique%20224.JPG","https://en.wikipedia.org/wiki/Cruis%27n_Exotica","2000-10-16T00:00:00Z"
"http://www.wikidata.org/entity/Q2029195","Pokémon Pinball","http://commons.wikimedia.org/wiki/Special:FilePath/Rumble%20pack.jpg","https://no.wikipedia.org/wiki/Pok%C3%A9mon_Pinball","2000-10-06T00:00:00Z"
"http://www.wikidata.org/entity/Q1300810","Mortal Kombat: Special Forces","http://commons.wikimedia.org/wiki/Special:FilePath/SpecialForcesLegacyTrailer.png","https://en.wikipedia.org/wiki/Mortal_Kombat:_Special_Forces","2000-06-30T00:00:00Z"
"http://www.wikidata.org/entity/Q3542473","TuxKart","http://commons.wikimedia.org/wiki/Special:FilePath/TuxKart%20Tux%20Tollway.png","https://en.wikipedia.org/wiki/TuxKart","2000-04-01T00:00:00Z"
"http://www.wikidata.org/entity/Q361931","Noctis","http://commons.wikimedia.org/wiki/Special:FilePath/Noctis%20Screenshot.png","https://en.wikipedia.org/wiki/Noctis_(video_game)","2000-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q278270","Keyboardmania","http://commons.wikimedia.org/wiki/Special:FilePath/Keyboardmania%20Cabinet.jpg","https://en.wikipedia.org/wiki/Keyboardmania","2000-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q842019","Dance Maniax","http://commons.wikimedia.org/wiki/Special:FilePath/Dance%20Maniax%202nd%20Mix.jpg","https://en.wikipedia.org/wiki/Dance_Maniax","2000-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q5215093","Dance Dance Revolution Solo 2000","http://commons.wikimedia.org/wiki/Special:FilePath/Dance%20Dance%20Revolution%20Solo%202000%20arcade%20machine.jpg","https://en.wikipedia.org/wiki/Dance_Dance_Revolution_Solo_2000","1999-12-16T00:00:00Z"
"http://www.wikidata.org/entity/Q627877","Unreal Tournament","http://commons.wikimedia.org/wiki/Special:FilePath/Unreal%20Tournament%20PS2.jpg","https://en.wikipedia.org/wiki/Unreal_Tournament","1999-11-22T00:00:00Z"
"http://www.wikidata.org/entity/Q918194","Den lengste reisen","http://commons.wikimedia.org/wiki/Special:FilePath/The%20Longest%20Journey-Arcadia-Map.png","https://no.wikipedia.org/wiki/Den_lengste_reisen","1999-11-19T00:00:00Z"
"http://www.wikidata.org/entity/Q740986","Amerzone","http://commons.wikimedia.org/wiki/Special:FilePath/Amerzone%2015%20-%20Ordinateur%20Hydraflot.png","https://en.wikipedia.org/wiki/Amerzone","1999-10-18T00:00:00Z"
"http://www.wikidata.org/entity/Q3212093","The 4th Coming","http://commons.wikimedia.org/wiki/Special:FilePath/The%204th%20Coming.png","https://en.wikipedia.org/wiki/The_4th_Coming","1999-05-11T00:00:00Z"
"http://www.wikidata.org/entity/Q870981","Super Smash Bros.","http://commons.wikimedia.org/wiki/Special:FilePath/Nintendo%2064%20%2826017220053%29.jpg","https://nn.wikipedia.org/wiki/Dataspelet_Super_Smash_Bros.","1999-04-27T00:00:00Z"
"http://www.wikidata.org/entity/Q905193","EZ2DJ","http://commons.wikimedia.org/wiki/Special:FilePath/EZ2DJ%20Cabinet.jpg","https://en.wikipedia.org/wiki/EZ2DJ","1999-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q3504857","Egoboo","http://commons.wikimedia.org/wiki/Special:FilePath/Egoscreen014.jpg","https://no.wikipedia.org/wiki/Egoboo","1999-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q5232301","Lego Creator","http://commons.wikimedia.org/wiki/Special:FilePath/Lego%20Creator.svg","https://en.wikipedia.org/wiki/Lego_Creator_(video_game)","1998-10-26T00:00:00Z"
"http://www.wikidata.org/entity/Q198096","The King of Fighters '98","http://commons.wikimedia.org/wiki/Special:FilePath/KOF-98%20arcade%20cabinet.jpg","https://en.wikipedia.org/wiki/The_King_of_Fighters_%2798","1998-07-23T00:00:00Z"
"http://www.wikidata.org/entity/Q3907265","Police Quest: SWAT 2","http://commons.wikimedia.org/wiki/Special:FilePath/SierraOnLine-Box-SWAT2.jpg","https://en.wikipedia.org/wiki/Police_Quest:_SWAT_2","1998-06-30T00:00:00Z"
"http://www.wikidata.org/entity/Q2512977","Spider Solitaire","http://commons.wikimedia.org/wiki/Special:FilePath/Spider%20Solitaire%20Card%20Game.jpg","https://en.wikipedia.org/wiki/Microsoft_Spider_Solitaire","1998-06-25T00:00:00Z"
"http://www.wikidata.org/entity/Q3324129","Morita Shogi 64","http://commons.wikimedia.org/wiki/Special:FilePath/Morita%20Shogi%2064%2C%20Modem%20and%20led%20window.JPG","https://en.wikipedia.org/wiki/Morita_Shogi_64","1998-04-03T00:00:00Z"
"http://www.wikidata.org/entity/Q1062106","Tekken 3","http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20M%C3%A9canique%20204.JPG","https://no.wikipedia.org/wiki/Tekken_3","1998-03-26T00:00:00Z"
"http://www.wikidata.org/entity/Q72119699","Blades of Exile","http://commons.wikimedia.org/wiki/Special:FilePath/BOEcombat1.png","https://en.wikipedia.org/wiki/Blades_of_Exile","1998-02-27T00:00:00Z"
"http://www.wikidata.org/entity/Q3189949","Jump 'n Bump","http://commons.wikimedia.org/wiki/Special:FilePath/Screenshot%20of%20Jump%20n%20Bump.jpg","https://en.wikipedia.org/wiki/Jump_%27n_Bump","1998-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1432516","Daytona USA 2","http://commons.wikimedia.org/wiki/Special:FilePath/Daytonausa2.jpg","https://en.wikipedia.org/wiki/Daytona_USA_2","1998-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q7883711","Underlight","http://commons.wikimedia.org/wiki/Special:FilePath/Underlight%20Threshold%20AoE.png","https://en.wikipedia.org/wiki/Underlight","1998-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q16321470","Advanced Strategic Command","http://commons.wikimedia.org/wiki/Special:FilePath/Asc-2.1-lv2.jpg","https://en.wikipedia.org/wiki/Advanced_Strategic_Command","1998-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q65120640","Berlin Connection","http://commons.wikimedia.org/wiki/Special:FilePath/Berlin%20Connection%201998%20Cover%20Art.png","https://en.wikipedia.org/wiki/Berlin_Connection","1998-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q639840","Beast Wars: Transformers","http://commons.wikimedia.org/wiki/Special:FilePath/Transformers%20layered%20text%20logo.png","https://en.wikipedia.org/wiki/Beast_Wars:_Transformers_(video_game)","1997-12-05T00:00:00Z"
"http://www.wikidata.org/entity/Q925269","Mortal Kombat 4","http://commons.wikimedia.org/wiki/Special:FilePath/MortalKombat4LegacyTrailer.png","https://en.wikipedia.org/wiki/Mortal_Kombat_4","1997-10-15T00:00:00Z"
"http://www.wikidata.org/entity/Q1300673","Mortal Kombat Mythologies: Sub-Zero","http://commons.wikimedia.org/wiki/Special:FilePath/MythologiesLegacyTrailer.png","https://en.wikipedia.org/wiki/Mortal_Kombat_Mythologies:_Sub-Zero","1997-10-01T00:00:00Z"
"http://www.wikidata.org/entity/Q6795849","Maximum Force","http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20M%C3%A9canique%20209.JPG","https://en.wikipedia.org/wiki/Maximum_Force","1997-09-30T00:00:00Z"
"http://www.wikidata.org/entity/Q2006613","Time Crisis","http://commons.wikimedia.org/wiki/Special:FilePath/Time%20crisis%20P170312%2011.30%2001.jpg","https://en.wikipedia.org/wiki/Time_Crisis_(video_game)","1997-06-27T00:00:00Z"
"http://www.wikidata.org/entity/Q1014621","Fish Fillets NG","http://commons.wikimedia.org/wiki/Special:FilePath/Fillets-ng-cellar.png","https://en.wikipedia.org/wiki/Fish_Fillets_NG","1997-04-07T00:00:00Z"
"http://www.wikidata.org/entity/Q2007022","Castlevania: Symphony of the Night","http://commons.wikimedia.org/wiki/Special:FilePath/Castlevania%20logo.png","https://nn.wikipedia.org/wiki/Castlevania:_Symphony_of_the_Night","1997-03-20T00:00:00Z"
"http://www.wikidata.org/entity/Q216995","Super Mario 64","http://commons.wikimedia.org/wiki/Special:FilePath/N64%20Clear%20Blue%20with%20Super%20Mario%2064%2020100603.jpg","https://nn.wikipedia.org/wiki/Super_Mario_64","1997-03-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1163986","FlightGear","http://commons.wikimedia.org/wiki/Special:FilePath/747-400%20SIA%20climbing%20out%20EGKK.png","https://no.wikipedia.org/wiki/FlightGear","1997-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1970425","Virtua Cop","http://commons.wikimedia.org/wiki/Special:FilePath/Virtuacop.JPG","https://en.wikipedia.org/wiki/Virtua_Cop","1997-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q2001106","TetriNET","http://commons.wikimedia.org/wiki/Special:FilePath/Tetrinet.png","https://no.wikipedia.org/wiki/TetriNET","1997-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q7353412","robotfindskitten","http://commons.wikimedia.org/wiki/Special:FilePath/Robotfindskitten.png","https://en.wikipedia.org/wiki/Robotfindskitten","1997-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q124517854","Snake","http://commons.wikimedia.org/wiki/Special:FilePath/Matopeli.jpg","https://en.wikipedia.org/wiki/Snake_(1998_video_game)","1997-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q4748944","Amulets & Armor","http://commons.wikimedia.org/wiki/Special:FilePath/Amulets%20%26%20armor%20-03.png","https://en.wikipedia.org/wiki/Amulets_%26_Armor","1997-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q56757321","NFL Blitz","http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20M%C3%A9canique%20217.JPG","https://en.wikipedia.org/wiki/NFL_Blitz_(1997_video_game)","1997-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q5509489","Furcadia","http://commons.wikimedia.org/wiki/Special:FilePath/FurcShot2007.png","https://en.wikipedia.org/wiki/Furcadia","1996-12-16T00:00:00Z"
"http://www.wikidata.org/entity/Q3005563","Cruis'n USA","http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20M%C3%A9canique%20177.JPG","https://en.wikipedia.org/wiki/Cruis%27n_USA","1996-12-03T00:00:00Z"
"http://www.wikidata.org/entity/Q7301346","Realms of Arkania: Shadows over Riva","http://commons.wikimedia.org/wiki/Special:FilePath/Rise%20of%20Atlantis%20screenshot.jpg","https://en.wikipedia.org/wiki/Realms_of_Arkania:_Shadows_over_Riva","1996-12-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1313980","Ultimate Mortal Kombat 3","http://commons.wikimedia.org/wiki/Special:FilePath/UltimateMortalKombat3Logo.png","https://en.wikipedia.org/wiki/Ultimate_Mortal_Kombat_3","1996-11-28T00:00:00Z"
"http://www.wikidata.org/entity/Q207786","Tamagotchi","http://commons.wikimedia.org/wiki/Special:FilePath/Tamagotchi%200124%20ubt.jpeg","https://nn.wikipedia.org/wiki/Tamagotchi","1996-11-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1767176","SimCity 2000","http://commons.wikimedia.org/wiki/Special:FilePath/Simcity2000%20advance%20cartridge%20by%20zeartul.jpg","https://no.wikipedia.org/wiki/SimCity_2000","1996-11-01T00:00:00Z"
"http://www.wikidata.org/entity/Q4788533","Area 51","http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20M%C3%A9canique%20216.JPG","https://en.wikipedia.org/wiki/Area_51_(1995_video_game)","1996-09-30T00:00:00Z"
"http://www.wikidata.org/entity/Q2608244","X-Men vs. Street Fighter","http://commons.wikimedia.org/wiki/Special:FilePath/X-Men%20vs%20Street%20Fighter%20logo.png","https://en.wikipedia.org/wiki/X-Men_vs._Street_Fighter","1996-09-09T00:00:00Z"
"http://www.wikidata.org/entity/Q1300499","Mortal Kombat Trilogy","http://commons.wikimedia.org/wiki/Special:FilePath/MortalKombatTrilogyLogo.png","https://no.wikipedia.org/wiki/Mortal_Kombat_Trilogy","1996-09-01T00:00:00Z"
"http://www.wikidata.org/entity/Q6141895","Mole Mania","http://commons.wikimedia.org/wiki/Special:FilePath/Mole%20mania%20nintendo%20game%20boy%20logo.png","https://nn.wikipedia.org/wiki/Mole_Mania","1996-07-21T00:00:00Z"
"http://www.wikidata.org/entity/Q1141140","Little Big Adventure","http://commons.wikimedia.org/wiki/Special:FilePath/LBA1%20-%20Gameplay%203D%20iso%20%282%29.png","https://no.wikipedia.org/wiki/Little_Big_Adventure","1996-07-19T00:00:00Z"
"http://www.wikidata.org/entity/Q2141683","Ms. Pac-Man","http://commons.wikimedia.org/wiki/Special:FilePath/Ms.%20Pac-Man%20gameplay%20Screenshot.png","https://no.wikipedia.org/wiki/Ms._Pac-Man","1996-06-01T00:00:00Z"
"http://www.wikidata.org/entity/Q14942984","Metal Slug","http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20M%C3%A9canique%20222.JPG","https://en.wikipedia.org/wiki/Metal_Slug_(1996_video_game)","1996-05-18T00:00:00Z"
"http://www.wikidata.org/entity/Q1350032","Eressea","http://commons.wikimedia.org/wiki/Special:FilePath/MagellanScreenshot.png","https://en.wikipedia.org/wiki/Eressea_(video_game)","1996-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1971677","Triplane Turmoil","http://commons.wikimedia.org/wiki/Special:FilePath/Triplane%20Turmoil%20screenshot.png","https://en.wikipedia.org/wiki/Triplane_Turmoil","1996-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q576372","Bve trainsim","http://commons.wikimedia.org/wiki/Special:FilePath/Openbve.png","https://en.wikipedia.org/wiki/BVE_Trainsim","1996-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q2893809","Beggar Prince","http://commons.wikimedia.org/wiki/Special:FilePath/Bpboxfront.jpg","https://en.wikipedia.org/wiki/Beggar_Prince","1996-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1754927","Sega Rally Championship","http://commons.wikimedia.org/wiki/Special:FilePath/Sega%20Rally%20Twin%20-%20Japanese%20Cabinet.jpg","https://en.wikipedia.org/wiki/Sega_Rally_Championship","1995-12-19T00:00:00Z"
"http://www.wikidata.org/entity/Q2195838","Namco Museum Vol. 1","http://commons.wikimedia.org/wiki/Special:FilePath/Namco%20Museum%20Vol%201%20-%20JP-PS1%20Cover.jpg","https://en.wikipedia.org/wiki/Namco_Museum_Vol._1","1995-11-22T00:00:00Z"
"http://www.wikidata.org/entity/Q2191335","Warhawk","http://commons.wikimedia.org/wiki/Special:FilePath/314th%20Fighter%20Squadron%20emblem.jpg","https://en.wikipedia.org/wiki/Warhawk_(1995_video_game)","1995-11-10T00:00:00Z"
"http://www.wikidata.org/entity/Q925253","Mortal Kombat 3","http://commons.wikimedia.org/wiki/Special:FilePath/MortalKombat3Logo.png","https://en.wikipedia.org/wiki/Mortal_Kombat_3","1995-11-01T00:00:00Z"
"http://www.wikidata.org/entity/Q2588801","Trials of Mana","http://commons.wikimedia.org/wiki/Special:FilePath/Seiken%20Densetsu%203%20cart.jpg","https://en.wikipedia.org/wiki/Trials_of_Mana","1995-09-30T00:00:00Z"
"http://www.wikidata.org/entity/Q3702877","Police Quest: SWAT","http://commons.wikimedia.org/wiki/Special:FilePath/SierraOnLine-Box-SWAT1.jpg","https://en.wikipedia.org/wiki/Police_Quest:_SWAT","1995-09-30T00:00:00Z"
"http://www.wikidata.org/entity/Q19602528","Paranoia","http://commons.wikimedia.org/wiki/Special:FilePath/Paranoia%20-%20diskety.jpg","https://en.wikipedia.org/wiki/Paranoia_(video_game)","1995-09-01T00:00:00Z"
"http://www.wikidata.org/entity/Q588963","Phantasmagoria","http://commons.wikimedia.org/wiki/Special:FilePath/Sierra-Phantasmagoria.jpg","https://no.wikipedia.org/wiki/Phantasmagoria","1995-07-31T00:00:00Z"
"http://www.wikidata.org/entity/Q1557589","Mr. Do!","http://commons.wikimedia.org/wiki/Special:FilePath/MrDo%21.jpg","https://en.wikipedia.org/wiki/Mr._Do!","1995-06-23T00:00:00Z"
"http://www.wikidata.org/entity/Q1326048","Daytona USA","http://commons.wikimedia.org/wiki/Special:FilePath/Sega%20Daytona%20USA%20Arcade.jpg","https://en.wikipedia.org/wiki/Daytona_USA","1995-04-01T00:00:00Z"
"http://www.wikidata.org/entity/Q138019102","Beauty and the Beast (1995 video game)","http://commons.wikimedia.org/wiki/Special:FilePath/Maham%20Samanpajouh%20-%20First%20Iranian%20Video%20Game%20Producer.jpg","https://en.wikipedia.org/wiki/Beauty_and_the_Beast_(1995_video_game)","1995-03-01T00:00:00Z"
"http://www.wikidata.org/entity/Q3965805","Space Quest 6","http://commons.wikimedia.org/wiki/Special:FilePath/SierraOnLine-Box-SpaceQuest6.jpg","https://en.wikipedia.org/wiki/Space_Quest_6","1995-03-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1428744","Flight of the Amazon Queen","http://commons.wikimedia.org/wiki/Special:FilePath/Flight%20of%20the%20Amazon%20Queen.jpg","https://en.wikipedia.org/wiki/Flight_of_the_Amazon_Queen","1995-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q15730955","Dračí Historie","http://commons.wikimedia.org/wiki/Special:FilePath/Dra%C4%8D%C3%AD%20Historie.png","https://en.wikipedia.org/wiki/Dra%C4%8D%C3%AD_Historie","1995-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q843486","Mortal Kombat II","http://commons.wikimedia.org/wiki/Special:FilePath/MortalKombatTrilogyLegacyGameplay1.png","https://en.wikipedia.org/wiki/Mortal_Kombat_II","1994-11-11T00:00:00Z"
"http://www.wikidata.org/entity/Q755186","Doom II: Hell on Earth","http://commons.wikimedia.org/wiki/Special:FilePath/Doom%202%20%28screenshot%20of%20game-ending%20red%20window%29.PNG","https://no.wikipedia.org/wiki/Doom_II:_Hell_on_Earth","1994-09-30T00:00:00Z"
"http://www.wikidata.org/entity/Q3927708","Quest for Glory: Shadows of Darkness","http://commons.wikimedia.org/wiki/Special:FilePath/SierraOnLine-Box-QuestforGlory4.jpg","https://en.wikipedia.org/wiki/Quest_for_Glory:_Shadows_of_Darkness","1994-09-01T00:00:00Z"
"http://www.wikidata.org/entity/Q3342057","Super Scope 6","http://commons.wikimedia.org/wiki/Special:FilePath/Photo%20nintendo%20scope%206.jpg","https://en.wikipedia.org/wiki/Super_Scope_6","1994-08-27T00:00:00Z"
"http://www.wikidata.org/entity/Q2599190","OutRunners","http://commons.wikimedia.org/wiki/Special:FilePath/2007TaipeiITMonth%20IBM%20Sega%20OutRunners.jpg","https://en.wikipedia.org/wiki/OutRunners","1994-05-13T00:00:00Z"
"http://www.wikidata.org/entity/Q1634991","Operation Thunderbolt","http://commons.wikimedia.org/wiki/Special:FilePath/Taito%20Operation%20Thunderbolt.JPG","https://en.wikipedia.org/wiki/Operation_Thunderbolt_(video_game)","1994-02-01T00:00:00Z"
"http://www.wikidata.org/entity/Q2278194","T-MEK","http://commons.wikimedia.org/wiki/Special:FilePath/TMEK-RightFront.jpg","https://en.wikipedia.org/wiki/T-MEK","1994-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q3341362","Nigel Mansell's World Championship Racing","http://commons.wikimedia.org/wiki/Special:FilePath/Nigel%20Mansell%27s%20World%20Championship%20Racing%27s%20SNES%20cartridge.JPG","https://en.wikipedia.org/wiki/Nigel_Mansell%27s_World_Championship_Racing","1994-01-01T00:00:00Z"
"http://www.wikidata.org/entity/Q1266882","Oxyd","http://commons.wikimedia.org/wiki/Special:FilePath/PerOxydScreenshot.png","https://en.wikipedia.org/wiki/Oxyd","1994-01-01T00:00:00Z"
