"aircraft","aircraftLabel","passengers","image","article"
"http://www.wikidata.org/entity/Q951325","Honda MH02","","http://commons.wikimedia.org/wiki/Special:FilePath/Honda%20MH02%20Honda%20Fan%20Fun%20Lab.jpg",""
"http://www.wikidata.org/entity/Q1630196","Horten H.XIII","","http://commons.wikimedia.org/wiki/Special:FilePath/KN%20Flyngwinggraph%20Horten%20H13a%201944.jpg",""
"http://www.wikidata.org/entity/Q820576","Horten H.XVIII","","http://commons.wikimedia.org/wiki/Special:FilePath/Horten%20H%20XVIII.jpg",""
"http://www.wikidata.org/entity/Q1630191","Horten Ho VI","","http://commons.wikimedia.org/wiki/Special:FilePath/Horten%20H.VI%20V2.jpg",""
"http://www.wikidata.org/entity/Q1572638","Huff-Daland XB-1","","http://commons.wikimedia.org/wiki/Special:FilePath/Parked%20Huff-Daland%20XB-1.jpg",""
"http://www.wikidata.org/entity/Q3142203","Huff-Daland XHB-1","","http://commons.wikimedia.org/wiki/Special:FilePath/Huff-Daland%20HB-1.jpg",""
"http://www.wikidata.org/entity/Q2107620","Hunting H.126","","http://commons.wikimedia.org/wiki/Special:FilePath/Hunting%20H.126.jpg",""
"http://www.wikidata.org/entity/Q3143396","Hurel-Dubois HD.31","","http://commons.wikimedia.org/wiki/Special:FilePath/Hurel-Dubois%20HD.31%20F-WFKU%20Baginton%2006.54.jpg",""
"http://www.wikidata.org/entity/Q1639946","hybrid airship","","http://commons.wikimedia.org/wiki/Special:FilePath/Piasecki%20Heli-Stat.jpg",""
"http://www.wikidata.org/entity/Q3444216","Ikarus 214","","http://commons.wikimedia.org/wiki/Special:FilePath/Ikarus%20214-P%20mjrv1.jpg",""
"http://www.wikidata.org/entity/Q3442920","Ikarus 451","","http://commons.wikimedia.org/wiki/Special:FilePath/BAM-41-Ikarus%20451%20M.jpg",""
"http://www.wikidata.org/entity/Q573451","IMAM Ro.58","","http://commons.wikimedia.org/wiki/Special:FilePath/IMAMRo.58%282%29.jpeg",""
"http://www.wikidata.org/entity/Q1161542","IMAM Ro.63","","http://commons.wikimedia.org/wiki/Special:FilePath/IMAM%20Ro.63%20right%20front%20view.jpg",""
"http://www.wikidata.org/entity/Q3029666","Indonesian Aerospace N219","","http://commons.wikimedia.org/wiki/Special:FilePath/N219%20testflight.jpg",""
"http://www.wikidata.org/entity/Q2573179","Kamov Ka-137","","http://commons.wikimedia.org/wiki/Special:FilePath/Kamov%20Ka-137.jpg",""
"http://www.wikidata.org/entity/Q2346412","Kamov Ka-37","","http://commons.wikimedia.org/wiki/Special:FilePath/Ka-37%20NTW%202%2093%202.jpg",""
"http://www.wikidata.org/entity/Q702586","Kawasaki Army Type 88 Reconnaisance Aircraft","","http://commons.wikimedia.org/wiki/Special:FilePath/88shiki%20teisatuki.jpg",""
"http://www.wikidata.org/entity/Q705786","Kawasaki Army Type 92 Fighter","","http://commons.wikimedia.org/wiki/Special:FilePath/Kawasaki%20KDA-5%20%28Type%2092%29.jpg",""
"http://www.wikidata.org/entity/Q931626","Kawasaki KH-4","","http://commons.wikimedia.org/wiki/Special:FilePath/Kawasaki%20KH-4%20VH-JAJ.jpg",""
"http://www.wikidata.org/entity/Q573377","Kawasaki Ki-64","","http://commons.wikimedia.org/wiki/Special:FilePath/Kawasaki%20Ki-64%20on%20ground.jpg",""
"http://www.wikidata.org/entity/Q573373","Kawasaki Ki-96","","http://commons.wikimedia.org/wiki/Special:FilePath/Ki-96-2s.jpg",""
"http://www.wikidata.org/entity/Q3496462","Kawasaki P-2J","","http://commons.wikimedia.org/wiki/Special:FilePath/P2J-Kanoya2007.JPG",""
"http://www.wikidata.org/entity/Q3205515","Kellett XR-10","","http://commons.wikimedia.org/wiki/Special:FilePath/Kellett%20XR-10.jpg",""
"http://www.wikidata.org/entity/Q3195876","Keystone B-4","","http://commons.wikimedia.org/wiki/Special:FilePath/Keystone%20Y1B-4%20%28SN%2030-281%29.jpg",""
"http://www.wikidata.org/entity/Q3195875","Keystone B-5","","http://commons.wikimedia.org/wiki/Special:FilePath/Keystone%20B-5A%20front%20left%20quarter%20060421-F-1234P-017.jpg",""
"http://www.wikidata.org/entity/Q3195881","Keystone XLB-3","","http://commons.wikimedia.org/wiki/Special:FilePath/Keystone%20XLB-3A.jpg",""
"http://www.wikidata.org/entity/Q609106","Kokusai Ku-7","","http://commons.wikimedia.org/wiki/Special:FilePath/Ku-7%20glider.jpg",""
"http://www.wikidata.org/entity/Q3199648","Kreider-Reisner XC-31","","http://commons.wikimedia.org/wiki/Special:FilePath/Kreider-Reisner%20XC-31%20USAF.JPG",""
"http://www.wikidata.org/entity/Q1653652","Kyushu K10W","","http://commons.wikimedia.org/wiki/Special:FilePath/Kyushu%20K10W1%20side.jpeg",""
"http://www.wikidata.org/entity/Q2406163","Kyushu K11W","","http://commons.wikimedia.org/wiki/Special:FilePath/K11W%20postwar.jpg",""
"http://www.wikidata.org/entity/Q868793","L-23 Super Blaník","","http://commons.wikimedia.org/wiki/Special:FilePath/Blanik%203%20a.jpg",""
"http://www.wikidata.org/entity/Q495567","Latécoère 25","","http://commons.wikimedia.org/wiki/Special:FilePath/Late01.jpg",""
"http://www.wikidata.org/entity/Q3228825","Leduc 0.10","","http://commons.wikimedia.org/wiki/Special:FilePath/Leduc%200.16%20Le%20Bourget%202007.jpg",""
"http://www.wikidata.org/entity/Q3236925","Letord Let.1","","http://commons.wikimedia.org/wiki/Special:FilePath/French%20Aircraft%20of%20the%20First%20World%20War%20Q66791.jpg",""
"http://www.wikidata.org/entity/Q3237179","Levasseur PL.4","","http://commons.wikimedia.org/wiki/Special:FilePath/Levasseur%20PL-4.jpg",""
"http://www.wikidata.org/entity/Q3206041","LH Aviation LH-10 Ellipse","","http://commons.wikimedia.org/wiki/Special:FilePath/LH-10%20Ellipse%20F-WWML.JPG",""
"http://www.wikidata.org/entity/Q400148","Lim-6","","http://commons.wikimedia.org/wiki/Special:FilePath/Lim6bis%20MLP.jpg",""
"http://www.wikidata.org/entity/Q381538","Lippisch Ente","","http://commons.wikimedia.org/wiki/Special:FilePath/RRG%20Raketen-Ente%20Deutsches%20Segelflugmuseum%2002%202009-05-31.jpg",""
"http://www.wikidata.org/entity/Q117984","Lituanica","","http://commons.wikimedia.org/wiki/Special:FilePath/Lituanica%20Above%20New%20York.jpg",""
"http://www.wikidata.org/entity/Q3257749","Lockheed Little Dipper","","http://commons.wikimedia.org/wiki/Special:FilePath/Lockheed%20Model%2033%20Little%20Dipper.jpg",""
"http://www.wikidata.org/entity/Q3257750","Lockheed Saturn","","http://commons.wikimedia.org/wiki/Special:FilePath/Lockheed%20L-75%20Saturn%20%282%29.jpg",""
"http://www.wikidata.org/entity/Q1758294","Lockheed XFV","","http://commons.wikimedia.org/wiki/Special:FilePath/Lockheed%20XFV-1%20on%20ground%20bw.jpg",""
"http://www.wikidata.org/entity/Q1822438","Lockwood Aircam","","http://commons.wikimedia.org/wiki/Special:FilePath/AircamAircamN3251E.jpg",""
"http://www.wikidata.org/entity/Q1456245","LTV XC-142","","http://commons.wikimedia.org/wiki/Special:FilePath/Ling-Temco-Vought%20XC-142A.jpg",""
"http://www.wikidata.org/entity/Q1873715","Lucky Lady II","","http://commons.wikimedia.org/wiki/Special:FilePath/%27Lucky%20Lady%20II%22%20being%20refuelled%20by%20B-29M%2045-21708%20061215-F-1234S-002.jpg",""
"http://www.wikidata.org/entity/Q1877372","Lunar Landing Research Vehicle","","http://commons.wikimedia.org/wiki/Special:FilePath/Lunar%20Landing%20Research%20Vehicle%20in%20Flight%20-%20GPN-2000-000215.jpg",""
"http://www.wikidata.org/entity/Q950110","LVG C.V","","http://commons.wikimedia.org/wiki/Special:FilePath/Captured%20Third%20Army%20German%20LVG%20C.V.jpg",""
"http://www.wikidata.org/entity/Q658816","LVG C.VI","","http://commons.wikimedia.org/wiki/Special:FilePath/Captured%20German%20LVG%20C.VI%20at%20Trier%20Airfield%2C%20Germany%2C%205%20January%201919.jpg",""
"http://www.wikidata.org/entity/Q721099","LWD Junak","","http://commons.wikimedia.org/wiki/Special:FilePath/Junak3.jpg",""
"http://www.wikidata.org/entity/Q1127018","LWD Szpak","","http://commons.wikimedia.org/wiki/Special:FilePath/LWD%20SZPAK.JPG",""
"http://www.wikidata.org/entity/Q652913","LWD Żuraw","","http://commons.wikimedia.org/wiki/Special:FilePath/LWD%20%C5%BBuraw%20MLP%2002.jpg",""
"http://www.wikidata.org/entity/Q427692","Macchi M.26","","http://commons.wikimedia.org/wiki/Special:FilePath/Macchi%20M.26.jpg",""
"http://www.wikidata.org/entity/Q3274153","Macchi M.41 bis","","http://commons.wikimedia.org/wiki/Special:FilePath/Macchi%20M.41bis.jpg",""
"http://www.wikidata.org/entity/Q2364186","Macchi M.B.323","","http://commons.wikimedia.org/wiki/Special:FilePath/AerMacchi%20MB%20323.jpg",""
"http://www.wikidata.org/entity/Q1081241","Martin Jetpack","","http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Jetpack%20Unveiling%2C%20Liftoff%21%20%282714934801%29.jpg",""
"http://www.wikidata.org/entity/Q3129791","Martin XB-27","","http://commons.wikimedia.org/wiki/Special:FilePath/XB-27-Schematics.jpg",""
"http://www.wikidata.org/entity/Q549182","Martin-Baker MB 3","","http://commons.wikimedia.org/wiki/Special:FilePath/MB3.jpg",""
"http://www.wikidata.org/entity/Q896625","MÁVAG Héja","","http://commons.wikimedia.org/wiki/Special:FilePath/Rep%C3%BCl%C5%91t%C3%A9r%2C%201944.%20%C3%A1prilis%2013.%20Kass%20Ferenc%20%C5%91rmester%20l%C3%A9giharcban%20megs%C3%A9r%C3%BClt%20M%C3%81VAG%20H%C3%A9ja%20II.%20vad%C3%A1szrep%C3%BCl%C5%91g%C3%A9pe.%20Fortepan%209233.jpg",""
"http://www.wikidata.org/entity/Q2279953","Mayo Composite","","http://commons.wikimedia.org/wiki/Special:FilePath/Maia%20and%20Mercury%2C%20August%201938%20%28Our%20Generation%2C%201938%29.jpg",""
"http://www.wikidata.org/entity/Q3303628","McDonnell Doodlebug","","http://commons.wikimedia.org/wiki/Special:FilePath/EL-2001-00032.jpg",""
"http://www.wikidata.org/entity/Q825551","MDM MDM-1 Fox","","http://commons.wikimedia.org/wiki/Special:FilePath/Shoreham%20Airshow%202013%20%289701025056%29.jpg",""
"http://www.wikidata.org/entity/Q3307725","Meyers 200","","http://commons.wikimedia.org/wiki/Special:FilePath/Meyers%20200%20N2987T.jpg",""
"http://www.wikidata.org/entity/Q3012915","Miles M.30","","http://commons.wikimedia.org/wiki/Special:FilePath/Miles%20M.30%20X%20Minor.jpg",""
"http://www.wikidata.org/entity/Q1966491","Miles Martinet","","http://commons.wikimedia.org/wiki/Special:FilePath/Miles%20M.25%20Martinet%20TT%20MkI%20in%20flight.jpg",""
"http://www.wikidata.org/entity/Q2006720","Mitsubishi 2MB1","","http://commons.wikimedia.org/wiki/Special:FilePath/2MB1.jpg",""
"http://www.wikidata.org/entity/Q1996550","Mitsubishi K3M","","http://commons.wikimedia.org/wiki/Special:FilePath/Mitsubishi%20K3M.jpg",""
"http://www.wikidata.org/entity/Q1645610","Mitsubishi Ki-1","","http://commons.wikimedia.org/wiki/Special:FilePath/Mitsubishi%20Ki-1.jpg",""
"http://www.wikidata.org/entity/Q2393886","Mitsubishi Ki-2","","http://commons.wikimedia.org/wiki/Special:FilePath/Ki-2%2093siki-soukei.jpg",""
"http://www.wikidata.org/entity/Q1134802","MMIST CQ-10 Snowgoose","","http://commons.wikimedia.org/wiki/Special:FilePath/CQ-10%20SnowGoose.jpg",""
"http://www.wikidata.org/entity/Q2409280","Morane-Saulnier Alcyon","","http://commons.wikimedia.org/wiki/Special:FilePath/Morane%20MS.733%20F-AZKS%2083%20CVT%2001.06.03R%20edited-2.jpg",""
"http://www.wikidata.org/entity/Q3324360","Morane-Saulnier MoS-50","","http://commons.wikimedia.org/wiki/Special:FilePath/Morane-Saulnier%20MS%2050C%20%28MS-52%29%20K-SIM%2002.jpg",""
"http://www.wikidata.org/entity/Q428658","Morane-Saulnier MS.315","","http://commons.wikimedia.org/wiki/Special:FilePath/Morane-Saulnier%20MS-317%20img%200515.jpg",""
"http://www.wikidata.org/entity/Q784457","Myasishchev VM-T Atlant","","http://commons.wikimedia.org/wiki/Special:FilePath/VM-T%20Atlant%20at%20MAKS%202005.jpg",""
"http://www.wikidata.org/entity/Q2483403","Nakajima E2N","","http://commons.wikimedia.org/wiki/Special:FilePath/Nakajima%20E2N.jpg",""
"http://www.wikidata.org/entity/Q704843","Nakajima E4N","","http://commons.wikimedia.org/wiki/Special:FilePath/Nakajima%20E4N2.jpg",""
"http://www.wikidata.org/entity/Q2341214","Nakajima G10N","","http://commons.wikimedia.org/wiki/Special:FilePath/Nakajima%20G10N%20Fugaku%20%28YB-49-model%20001%20cropped%29.jpg",""
